,author,file
0,Abrahamson D.,import2016full/61
1,Abrahamson D.,import2016full/61
2,Abrahamson D.,import2016full/61
3,Lee R. G.,import2016full/61
4,Negrete A. G.,import2016full/61
5,Gutiérrez J. F.,import2016full/61
6,Abrahamson D.,import2016full/61
7,Sánchez-García R.,import2016full/61
8,Abrahamson D.,import2016full/61
9,Shayan S.,import2016full/61
10,Bakker A.,import2016full/61
11,Schaaf M. F.,import2016full/61
12,Abrahamson D.,import2016full/61
13,Trninic D.,import2016full/61
14,Allen J. W. P.,import2016full/61
15,Bickhard M. H.,import2016full/61
16,Bamberger J.,import2016full/61
17,Bernstein N. A.,import2016full/61
18,Case R.,import2016full/61
19,Okamoto Y.,import2016full/61
20,Chemero A.,import2016full/61
21,Chow J. Y.,import2016full/61
22,Davids K.,import2016full/61
23,Button C.,import2016full/61
24,Shuttleworth R.,import2016full/61
25,Renshaw I.,import2016full/61
26,Araújo D.,import2016full/61
27,Cole M.,import2016full/61
28,Wertsch J. V.,import2016full/61
29,Denison S.,import2016full/61
30,Xu F.,import2016full/61
31,Dubinsky E.,import2016full/61
32,diSessa A. A.,import2016full/61
33,Levin M.,import2016full/61
34,Brown N. J. S.,import2016full/61
35,Forman G.,import2016full/61
36,Ginsburg H. P.,import2016full/61
37,Gray E.,import2016full/61
38,Tall D.,import2016full/61
39,Harnad S.,import2016full/61
40,Hutto D. D.,import2016full/61
41,Myin E.,import2016full/61
42,Hutto D. D.,import2016full/61
43,Sánchez-García R.,import2016full/61
44,Kelso J. A. S.,import2016full/61
45,Engstrøm D. A.,import2016full/61
46,Lave J.,import2016full/61
47,Wenger E.,import2016full/61
48,Lindgren R.,import2016full/61
49,Johnson-Glenberg M.,import2016full/61
50,Marshall P.,import2016full/61
51,Antle A. N.,import2016full/61
52,Hoven E.,import2016full/61
53,Rogers Y.,import2016full/61
54,Martin T.,import2016full/61
55,Sherin B.,import2016full/61
56,Moreno-Armella L.,import2016full/61
57,Hegedus S.,import2016full/61
58,Kaput J.,import2016full/61
59,Newell K. M.,import2016full/61
60,Ranganathan R.,import2016full/61
61,Newman D.,import2016full/61
62,Griffin P.,import2016full/61
63,Cole M.,import2016full/61
64,Norton A.,import2016full/61
65,Noss R.,import2016full/61
66,Hoyles C.,import2016full/61
67,Piaget J.,import2016full/61
68,Piaget J.,import2016full/61
69,Reinholz D.,import2016full/61
70,Trninic D.,import2016full/61
71,Howison M.,import2016full/61
72,Abrahamson D.,import2016full/61
73,Rogoff B.,import2016full/61
74,Sarama J.,import2016full/61
75,Clements D. H.,import2016full/61
76,Saxe G. B.,import2016full/61
77,Schneider B.,import2016full/61
78,Bumbacher E.,import2016full/61
79,Blikstein P.,import2016full/61
80,Sfard A.,import2016full/61
81,Siegler R. S.,import2016full/61
82,Smith J. P.,import2016full/61
83,diSessa A. A.,import2016full/61
84,Roschelle J.,import2016full/61
85,Thelen E.,import2016full/61
86,Smith L. B.,import2016full/61
87,Turner T.,import2016full/61
88,Varela F. J.,import2016full/61
89,Thompson E.,import2016full/61
90,Rosch E.,import2016full/61
91,Wertsch J. V.,import2016full/61
92,Worsley M.,import2016full/61
93,Blikstein P.,import2016full/61
94,Caillois R.,import2016full/59
95,Clark D.,import2016full/59
96,Nelson B.,import2016full/59
97,Sengupta P.,import2016full/59
98,Angelo C.,import2016full/59
99,Colella V.,import2016full/59
100,Danish J. A.,import2016full/59
101,Enyedy N.,import2016full/59
102,Saleh A.,import2016full/59
103,Lee C.,import2016full/59
104,Andrade A.,import2016full/59
105,Enyedy N.,import2016full/59
106,Danish J. A.,import2016full/59
107,Delacruz G.,import2016full/59
108,Kumar M.,import2016full/59
109,Enyedy N.,import2016full/59
110,Danish J. A.,import2016full/59
111,DeLiema D.,import2016full/59
112,Erickson F.,import2016full/59
113,Schultz J.,import2016full/59
114,Fauconnier G.,import2016full/59
115,Turner M.,import2016full/59
116,Gee J. P.,import2016full/59
117,Goodwin M. H.,import2016full/59
118,Goffman E.,import2016full/59
119,Jordan B.,import2016full/59
120,Henderson A.,import2016full/59
121,Lee V.,import2016full/59
122,Lindgren R.,import2016full/59
123,Nemirovsky R.,import2016full/59
124,Tierney C.,import2016full/59
125,Wright T.,import2016full/59
126,Ochs E.,import2016full/59
127,Jacoby S.,import2016full/59
128,Gonzales P.,import2016full/59
129, K,import2016full/59
130,im H. N.,import2016full/59
131,Cho B. K.,import2016full/59
132,Park J. W.,import2016full/59
133,Schauble L.,import2016full/59
134,Klopfer L. E.,import2016full/59
135,Raghavan K.,import2016full/59
136,Schwarz C. V.,import2016full/59
137,Reiser B. J.,import2016full/59
138,Davis E. A.,import2016full/59
139,Kenyon L.,import2016full/59
140,Achér A.,import2016full/59
141,Fortus D.,import2016full/59
142,Shwartz Y,import2016full/59
143,Hug B.,import2016full/59
144,Krajcik J.,import2016full/59
145,Vygotsky L. S.,import2016full/59
146,Cantrell S. H.,import2016full/66
147,Hughes H. K.,import2016full/66
148,Clarke D.,import2016full/66
149,Hollingsworh H.,import2016full/66
150,Joyce B.,import2016full/66
151,Showers B.,import2016full/66
152,Kapur K.,import2016full/66
153,Kremer M.,import2016full/66
154,Murlidharan K.,import2016full/66
155,Nazmul C.,import2016full/66
156,Hammer J.,import2016full/66
157,Rogers H. F.,import2016full/66
158,Muralidharan K.,import2016full/66
159,2013 A,import2016full/66
160,Ottevanger W. J. W.,import2016full/66
161,Poglinco S.,import2016full/66
162,Bach A.,import2016full/66
163, R,import2016full/66
164,osenblum S.,import2016full/66
165,Saunders M.,import2016full/66
166,Supovitz J.,import2016full/66
167,Putnam R.,import2016full/66
168,Borko H.,import2016full/66
169,Ramchandran V.,import2016full/66
170,Pal M.,import2016full/66
171,Jain S.,import2016full/66
172,Shekar S.,import2016full/66
173,Sharma J.,import2016full/66
174,Raval H.,import2016full/66
175,Mckenney S.,import2016full/66
176,Pieters J.,import2016full/66
177,Tyagi R. S.,import2016full/66
178,Akker J.,import2016full/66
179,Voogt J.,import2016full/66
180,Abrahamson D.,import2016full/50
181,Alibali M. W.,import2016full/50
182,Nathan M. J.,import2016full/50
183,Arzarello F.,import2016full/50
184,Robutti O.,import2016full/50
185,Bazzini L.,import2016full/50
186,Bakker S.,import2016full/50
187,Antle A. N.,import2016full/50
188,Hoven E.,import2016full/50
189,Carbonneau K. J.,import2016full/50
190,Marley S. C.,import2016full/50
191,Selig J. P.,import2016full/50
192,Edwards L. D.,import2016full/50
193,Goldin-Meadow S.,import2016full/50
194,Kim S.,import2016full/50
195,Singer M.,import2016full/50
196,Kövecses Z.,import2016full/50
197,Lakoff G.,import2016full/50
198,Johnson M.,import2016full/50
199,Manches A.,import2016full/50
200,Dragomir M.,import2016full/50
201,Manches A.,import2016full/50
202,Malley C.,import2016full/50
203,Martins-Mourao A.,import2016full/50
204,Cowan R.,import2016full/50
205,McNeil N. M.,import2016full/50
206,Jarvin L.,import2016full/50
207,McNeill D.,import2016full/50
208,Murphy C.,import2016full/50
209,Nunes T.,import2016full/50
210,Bryant P.,import2016full/50
211,Evans D.,import2016full/50
212,Bell D.,import2016full/50
213,Gardner S.,import2016full/50
214,Gardner A.,import2016full/50
215,Carraher J.,import2016full/50
216,Núñez R.,import2016full/50
217,Lakoff G.,import2016full/50
218,Núñez R.,import2016full/50
219,Marghetis T.,import2016full/50
220,Cohen-Kadosh R.,import2016full/50
221,Dowker K.,import2016full/50
222,Pouw W. T.,import2016full/50
223,Gog T.,import2016full/50
224,Paas F.,import2016full/50
225,Roth W.,import2016full/50
226,Segal A.,import2016full/50
227,Tellier M.,import2016full/50
228,Wilson M.,import2016full/50
229,Barron B.,import2016full/68
230,Bransford J. D.,import2016full/68
231,Schwartz D. L.,import2016full/68
232,Jermann P.,import2016full/68
233,Mullins D.,import2016full/68
234,Nüssli M.,import2016full/68
235,Dillenbourg P.,import2016full/68
236,Pluchino P.,import2016full/68
237,Tornatora M. C.,import2016full/68
238,Mundy P.,import2016full/68
239,Sigman M.,import2016full/68
240,Kasari C.,import2016full/68
241,Richardson D. C.,import2016full/68
242,Dale R.,import2016full/68
243,Salomon G.,import2016full/68
244,Globerson T.,import2016full/68
245,Schneider B.,import2016full/68
246,Pea R.,import2016full/68
247,Schneider B.,import2016full/68
248,Sharma K.,import2016full/68
249,Cuendet S.,import2016full/68
250,Zufferey G.,import2016full/68
251,Dillenbourg P.,import2016full/68
252,Pea R.,import2016full/68
253,Tomasello M.,import2016full/68
254,Andrade A.,import2016full/57
255,Brown J. S.,import2016full/57
256,Collins A.,import2016full/57
257,Duguid P.,import2016full/57
258,Cole M.,import2016full/57
259,Engeström Y.,import2016full/57
260,Ito M.,import2016full/57
261,Gutierrez K.,import2016full/57
262,Livingstone S.,import2016full/57
263,Penuel B.,import2016full/57
264,Rhodes J.,import2016full/57
265,Salen K.,import2016full/57
266,Watkins S. C.,import2016full/57
267,Lave J.,import2016full/57
268,Wenger E.,import2016full/57
269,Marin A.,import2016full/57
270,Wellman B.,import2016full/57
271,Scott P.,import2016full/57
272,Carrington P.,import2016full/57
273,Oshima J.,import2016full/57
274,Oshima R.,import2016full/57
275,Matsuzawa Y.,import2016full/57
276,Santo R.,import2016full/57
277,Peppler K.,import2016full/57
278,Ching D.,import2016full/57
279,Hoadley C.,import2016full/57
280,Shaffer D. W.,import2016full/57
281,Hatfield D.,import2016full/57
282,Svarovsky G. N.,import2016full/57
283,Nash P.,import2016full/57
284,Nulty A.,import2016full/57
285,Bagley E.,import2016full/57
286,Mislevy R.,import2016full/57
287,Siemens G.,import2016full/57
288,Baker R.,import2016full/57
289,Spinuzzi C.,import2016full/57
290,Suthers D. D.,import2016full/57
291, H,import2016full/57
292,Vygotsky L. S.,import2016full/57
293,Witte S. P.,import2016full/57
294,Haas C.,import2016full/57
295,Akkerman S. F.,import2016full/32
296,Admiraal W.,import2016full/32
297,Simons R. J.,import2016full/32
298,Akkerman S. F.,import2016full/32
299,Meijer P. C.,import2016full/32
300,Arvaja M.,import2016full/32
301,Bakhtin M. M. M.,import2016full/32
302,Brown J. S.,import2016full/32
303,Collins A.,import2016full/32
304,Duguid P.,import2016full/32
305,Buckingham D.,import2016full/32
306,Cole M.,import2016full/32
307,Creswell J. W.,import2016full/32
308,Fairclough N.,import2016full/32
309,Gee J. P.,import2016full/32
310,Goffman E.,import2016full/32
311,Goffman E.,import2016full/32
312,Hall S.,import2016full/32
313,Hermans H. J. M.,import2016full/32
314,Hermans H. J. M.,import2016full/32
315,Kempen H. J. G.,import2016full/32
316,Holland D.,import2016full/32
317,Jr W.,import2016full/32
318,Skinner D.,import2016full/32
319,Cain C.,import2016full/32
320,Linell P.,import2016full/32
321,Merriam S. B.,import2016full/32
322,Nasir N. S.,import2016full/32
323,Cooks J.,import2016full/32
324,Ochs E.,import2016full/32
325,Capps L.,import2016full/32
326,Oztok M.,import2016full/32
327,Oztok M.,import2016full/32
328,Rajala A.,import2016full/32
329,Sannino A.,import2016full/32
330,Stahl G.,import2016full/32
331,Wenger E.,import2016full/32
332,Wortham S. E. F.,import2016full/32
333,Ball D. L.,import2016full/35
334,Boling E. C.,import2016full/35
335,Beatty J.,import2016full/35
336,Beetham H.,import2016full/35
337,Sharpe R.,import2016full/35
338,Drexler W.,import2016full/35
339,Laurillard D.,import2016full/35
340,Lewis M. W.,import2016full/35
341,Luckin R.,import2016full/35
342,Marton F.,import2016full/35
343,Marton F.,import2016full/35
344,Booth S.,import2016full/35
345,Papachroni A.,import2016full/35
346,Heracleous L.,import2016full/35
347,Paroutis S.,import2016full/35
348,Prawat R. S.,import2016full/35
349,Tay W. Y.,import2016full/35
350,Ng Z. Y.,import2016full/35
351,Warschauer M.,import2016full/35
352,Westenholz A.,import2016full/35
353,Chi M. T. H.,import2016full/69
354,Wylie R.,import2016full/69
355,Collins A.,import2016full/69
356,Deiglmayr K.,import2016full/69
357,Rummel N.,import2016full/69
358,Loibl K.,import2016full/69
359,Dillenbourg P.,import2016full/69
360,Johnson D. W.,import2016full/69
361,Johnson R. T.,import2016full/69
362,Johnson D. W.,import2016full/69
363,Johnson R. T.,import2016full/69
364,Kapur M.,import2016full/69
365,Bielaczyc K.,import2016full/69
366,Kapur M.,import2016full/69
367,Kinzer C. K.,import2016full/69
368,Kapur M.,import2016full/69
369,Kapur M.,import2016full/69
370,Loibl K.,import2016full/69
371,Rummel N.,import2016full/69
372,Mazziotti C.,import2016full/69
373,Loibl K,import2016full/69
374,Rummel N.,import2016full/69
375,Moshman D.,import2016full/69
376,Mugny G.,import2016full/69
377,Doise W.,import2016full/69
378,Piaget J.,import2016full/69
379,Sears D. A.,import2016full/69
380,Stahl G.,import2016full/69
381,Teasley S. D,import2016full/69
382,Boxtel C.,import2016full/69
383,Linden J.,import2016full/69
384,Kanselaar G.,import2016full/69
385,Alper B.,import2016full/56
386,Bach B.,import2016full/56
387,Riche N.H.,import2016full/56
388,Isenberg T.,import2016full/56
389,Fekete J.,import2016full/56
390,Bagley E.,import2016full/56
391,Bagley E.,import2016full/56
392,Shaffer D. W.,import2016full/56
393,Beishuizen J. J.,import2016full/56
394,Hof E.,import2016full/56
395,Putten C. M.,import2016full/56
396,Bouwmeester S.,import2016full/56
397,Asscher J. J.,import2016full/56
398,Boulos M. N. K.,import2016full/56
399,Maramba I.,import2016full/56
400,Wheeler S.,import2016full/56
401,Bransford J. D.,import2016full/56
402,Brown A.L.,import2016full/56
403,Cocking R.R.,import2016full/56
404,Chi M. T. H.,import2016full/56
405,Feltovich P.,import2016full/56
406,Glaser R.,import2016full/56
407,Chi M.H.T.,import2016full/56
408,Cudek R.,import2016full/56
409,diSessa A. A.,import2016full/56
410,Elmqvist N.,import2016full/56
411,Do T. N.,import2016full/56
412,Goodell H.,import2016full/56
413,Henry N.,import2016full/56
414,Fekete J. D.,import2016full/56
415,Gernsbacher M.A.,import2016full/56
416,Graesser A. C.,import2016full/56
417,Gernsbacher M. A.,import2016full/56
418,Goldman S.R.,import2016full/56
419,Hall C.,import2016full/56
420,Hmelo-Silver C.E.,import2016full/56
421,McNeil N.M.,import2016full/56
422,Uttal D.H.,import2016full/56
423,Sternberg R.J.,import2016full/56
424,Nash P.,import2016full/56
425,Shaffer D.W.,import2016full/56
426,Peled A.,import2016full/56
427,Rashty D.,import2016full/56
428,Shaffer D. W.,import2016full/56
429,Shaffer D. W.,import2016full/56
430,Shaffer D. W.,import2016full/56
431,Shaffer D. W.,import2016full/56
432,Hatfield D. L.,import2016full/56
433,Svarovsky G. N.,import2016full/56
434,Nash P.,import2016full/56
435,Nulty A.,import2016full/56
436,Bagley E. A.,import2016full/56
437,Frank K.,import2016full/56
438,Shaffer D. W.,import2016full/56
439,Cobb P.,import2016full/51
440,Stephan M.,import2016full/51
441,McClain K.,import2016full/51
442,Gravemeijer K.,import2016full/51
443,Conlin L. D.,import2016full/51
444,Hammer D.,import2016full/51
445,diSessa A. A.,import2016full/51
446,diSessa A. A.,import2016full/51
447,Cobb P.,import2016full/51
448,diSessa A. A.,import2016full/51
449,Sherin B. L.,import2016full/51
450,diSessa A. A.,import2016full/51
451,Sherin B.,import2016full/51
452,Levin M.,import2016full/51
453,diSessa A. A.,import2016full/51
454,Wagner J. F.,import2016full/51
455,Levrini O.,import2016full/51
456,Parnafes O.,import2016full/51
457,Parnafes O.,import2016full/51
458,diSessa A. A.,import2016full/51
459,Scherr R. E.,import2016full/51
460,Close H. G.,import2016full/51
461,Close E. W.,import2016full/51
462,Flood V. J.,import2016full/51
463,McKagan S. B.,import2016full/51
464,Vokos S.,import2016full/51
465,Scherr R. E.,import2016full/51
466,Close H. G.,import2016full/51
467,McKagan S. B.,import2016full/51
468,Vokos S.,import2016full/51
469,Thaden-Koch T.,import2016full/51
470,Mestre J.,import2016full/51
471,Dufresne R.,import2016full/51
472,Gerace W.,import2016full/51
473,Leonard W.,import2016full/51
474,Wagner J. F.,import2016full/51
475,Wittmann M. C.,import2016full/51
476,Eisenhart M.,import2016full/58
477,Weis L.,import2016full/58
478,Allen C. D.,import2016full/58
479,Cipollone K.,import2016full/58
480,Stich A.,import2016full/58
481,Dominguez R.,import2016full/58
482,Bang M.,import2016full/58
483,Warren B.,import2016full/58
484,Rosebery A. S.,import2016full/58
485,Medin D.,import2016full/58
486,Barton A.,import2016full/58
487,Kang H.,import2016full/58
488,Tan E.,import2016full/58
489,Neill T. B.,import2016full/58
490,Bautista-Guerra J.,import2016full/58
491,Brecklin C.,import2016full/58
492,Carlone H. B.,import2016full/58
493,Johnson A.,import2016full/58
494,Carlone H. B.,import2016full/58
495,Scott C. M.,import2016full/58
496,Lowder C.,import2016full/58
497,Davidson A. L.,import2016full/58
498,Holland D.,import2016full/58
499,Lave J.,import2016full/58
500,Holland D.,import2016full/58
501,Lachicotte W. J.,import2016full/58
502,Skinner D.,import2016full/58
503,Cain C.,import2016full/58
504,Malcolm S.M.,import2016full/58
505,Hall P.Q.,import2016full/58
506,Brown J.W.,import2016full/58
507,Ong M.,import2016full/58
508,Wright C.,import2016full/58
509,Espinosa L. L.,import2016full/58
510,Orfield G.,import2016full/58
511,Williams J. C.,import2016full/58
512,Phillips K. W.,import2016full/58
513,Hall E. V.,import2016full/58
514,Yin R. K.,import2016full/58
515,Bar-Yam Y.,import2016full/67
516,Beck-Winchatz B.,import2016full/67
517,Riccobono M. A.,import2016full/67
518,Connell B. R.,import2016full/67
519,Jones M.,import2016full/67
520,Mace R.,import2016full/67
521,Mueller J.,import2016full/67
522,Mullick A.,import2016full/67
523,Ostroff E.,import2016full/67
524,Farrell B.,import2016full/67
525,Baldyga D. D.,import2016full/67
526,Erlandson R.,import2016full/67
527,Gilbert J.K.,import2016full/67
528,Boulter C.J.,import2016full/67
529,Holbert N.,import2016full/67
530,Wilensky U.,import2016full/67
531,Johnstone A. H.,import2016full/67
532,Kramer G.,import2016full/67
533,Kumar D.,import2016full/67
534,Ramassamy R.,import2016full/67
535,Stefanich G.,import2016full/67
536,Lahav O.,import2016full/67
537,Levy S.T.,import2016full/67
538,Lahav O.,import2016full/67
539,Kittany J.,import2016full/67
540,Levy S.T.,import2016full/67
541,Furst M.,import2016full/67
542,Lahav O.,import2016full/67
543,Schloerb D.,import2016full/67
544,Kummar S.,import2016full/67
545,Srinivasan M.A.,import2016full/67
546,Levy S.T.,import2016full/67
547,Lahav O.,import2016full/67
548,Levy S.T.,import2016full/67
549,Wilensky U.,import2016full/67
550,Levy S.T.,import2016full/67
551,Wilensky U.,import2016full/67
552,McGuire J. M.,import2016full/67
553,Scott S. S.,import2016full/67
554,Shaw S. F.,import2016full/67
555,Meijer P.B.,import2016full/67
556,Novick S.,import2016full/67
557,Nussbaum J.,import2016full/67
558,Nussbaum J.,import2016full/67
559,Passini R.,import2016full/67
560,Proulx G.,import2016full/67
561,Samon S.,import2016full/67
562,Levy S.T.,import2016full/67
563,Shavelson R.,import2016full/67
564,Ruiz-Primo M.,import2016full/67
565,Li M.,import2016full/67
566,Ayala C.,import2016full/67
567,Wies E. F.,import2016full/67
568,Gardner J. A.,import2016full/67
569,Modhrain M. S.,import2016full/67
570,Hasser C. J.,import2016full/67
571,Bulatov V. L.,import2016full/67
572,Wilensky U.,import2016full/67
573,Willoughby D.,import2016full/67
574,Duffy S.,import2016full/67
575,Zaborowski B.,import2016full/67
576,Bodemer D.,import2016full/60
577,Bodemer D.,import2016full/60
578,Buder J.,import2016full/60
579,Bromme R.,import2016full/60
580,Hesse F. W.,import2016full/60
581,Spada H.,import2016full/60
582,Buder J.,import2016full/60
583,Schwind C.,import2016full/60
584,Rudat A.,import2016full/60
585,Bodemer D.,import2016full/60
586,Dehler J.,import2016full/60
587,Bodemer D.,import2016full/60
588,Buder J.,import2016full/60
589,Hesse F. W.,import2016full/60
590,Dehler J.,import2016full/60
591,Bodemer D.,import2016full/60
592,Buder J.,import2016full/60
593,Hesse F. W.,import2016full/60
594,Dillenbourg P.,import2016full/60
595,Doise W.,import2016full/60
596,Mugny G.,import2016full/60
597,Erkens M.,import2016full/60
598,Bodemer D.,import2016full/60
599,Hesse F.,import2016full/60
600,Janssen J.,import2016full/60
601,Bodemer D.,import2016full/60
602,Piaget J.,import2016full/60
603,Piaget J.,import2016full/60
604,Inhelder B.,import2016full/60
605,Sangin M.,import2016full/60
606,Molinari G.,import2016full/60
607,Nüssli M.,import2016full/60
608,Dillenbourg P.,import2016full/60
609,Schittekatte M.,import2016full/60
610,Hiel A.,import2016full/60
611,Schnaubert L.,import2016full/60
612,Bodemer D.,import2016full/60
613,Tudge J.,import2016full/60
614,Rogoff B.,import2016full/60
615,Merriënboer J. J. G.,import2016full/60
616,Sweller J.,import2016full/60
617,Akkerman S.F.,import2016full/34
618,Akkerman S.F.,import2016full/34
619,Bakker A.,import2016full/34
620,Charmaz K.,import2016full/34
621,London UK,import2016full/34
622,Charmaz K.,import2016full/34
623,Mitchell R. G.,import2016full/34
624,Deleuze G,import2016full/34
625,Guattari F.,import2016full/34
626,Engeström Y.,import2016full/34
627,Gee J.P.,import2016full/34
628,Gutiérrez K.,import2016full/34
629,Rogoff B.,import2016full/34
630,Leander K.M.,import2016full/34
631,Phillips N.C.,import2016full/34
632,Taylor K.H.,import2016full/34
633,Lefebvre H.,import2016full/34
634,McIntyre A.,import2016full/34
635,Nespor J.,import2016full/34
636,Ziarek E.P.,import2016full/34
637,Duckles J.M.,import2016full/34
638,Moses G.,import2016full/34
639,Moses R.,import2016full/34
640,Gallegos-Greenwich J.,import2016full/34
641,Stroud B.,import2016full/34
642,2015 F,import2016full/34
643,Atman C. J.,import2016full/33
644,Adams R. S.,import2016full/33
645,Cardella M. E.,import2016full/33
646,Turns J.,import2016full/33
647,Mosborg S.,import2016full/33
648,Saleem J.,import2016full/33
649,Aurigemma J.,import2016full/33
650,Chandrasekharan S.,import2016full/33
651,Nersessian N. J.,import2016full/33
652,Ball L. J.,import2016full/33
653,Christensen B. T.,import2016full/33
654,Clement J. J.,import2016full/33
655,Cross N.,import2016full/33
656,Cross A. C.,import2016full/33
657,Dym C. L.,import2016full/33
658,Agogino A. M.,import2016full/33
659,Eris O.,import2016full/33
660,Frey D. D.,import2016full/33
661,Leifer L. J.,import2016full/33
662,Ericsson A. K.,import2016full/33
663,Charness N.,import2016full/33
664,Feltovitch P. J.,import2016full/33
665,Hoffman R. R.,import2016full/33
666,Ferguson E. S.,import2016full/33
667,Hegarty M.,import2016full/33
668,Hegarty M.,import2016full/33
669,Kozhevnikov M.,import2016full/33
670,Hostetter A. B.,import2016full/33
671,Alibali M. W.,import2016full/33
672,Hutchins E.,import2016full/33
673,Nomura S.,import2016full/33
674,Johri A.,import2016full/33
675,Roth W.,import2016full/33
676,Olds B. M.,import2016full/33
677,Jonassen D. H.,import2016full/33
678,Tessmer M.,import2016full/33
679,Hannum W. H.,import2016full/33
680,Kirsh D.,import2016full/33
681,Linder B. M.,import2016full/33
682,Lucas B.,import2016full/33
683,Hanson J.,import2016full/33
684,Mahajan S.,import2016full/33
685,Martin L.,import2016full/33
686,Schwartz D. L.,import2016full/33
687,Moore T. J.,import2016full/33
688,Miller R. L.,import2016full/33
689,Lesh R. A.,import2016full/33
690,Stohlmann M. S.,import2016full/33
691,Rae Y.,import2016full/33
692,Nelson E. A.,import2016full/33
693,Nersessian N. J.,import2016full/33
694,Nersessian N. J.,import2016full/33
695,Paritosh P. K.,import2016full/33
696,Wankat P. C.,import2016full/33
697,Oreovicz F. S.,import2016full/33
698,Williams R. F.,import2016full/33
699,2006 J,import2016full/33
700,Zhang J.,import2016full/33
701,Collins A.,import2016full/20
702,Kapur M.,import2016full/20
703,Davis E. A.,import2016full/20
704,Dewey J.,import2016full/20
705,Dreyfus H. L.,import2016full/20
706,Etkina E.,import2016full/20
707,Karelina A.,import2016full/20
708,Ruibal-Villasenor M.,import2016full/20
709,Rosengrant D.,import2016full/20
710,Jordan R.,import2016full/20
711,Hmelo-Silver C. E.,import2016full/20
712,Greeno J. G.,import2016full/20
713,Engeström Y.,import2016full/20
714,Jordan B.,import2016full/20
715,Henderson A.,import2016full/20
716,ev A. N.,import2016full/20
717,Lobato J.,import2016full/20
718,Rhodehamel B.,import2016full/20
719,Hohensee C.,import2016full/20
720,McDermott R.P.,import2016full/20
721,Gospodinoff K.,import2016full/20
722,Aron J.,import2016full/20
723,Mercer N.,import2016full/20
724,Michaels S.,import2016full/20
725,Connor C.,import2016full/20
726,Resnick L. B.,import2016full/20
727,Nathan M. J.,import2016full/20
728,Sawyer R. K.,import2016full/20
729,Ovens A.,import2016full/20
730,Tinning R.,import2016full/20
731,Reiser B. J.,import2016full/20
732,Tabak I.,import2016full/20
733,Sawyer R. K.,import2016full/20
734,Schön D. A.,import2016full/20
735,Sfard A.,import2016full/20
736,Suchman L.,import2016full/20
737,Glasersfeld E.,import2016full/20
738,Vygotsky L. S.,import2016full/20
739,Vygotsky L. S.,import2016full/20
740,Vygotsky L. S.,import2016full/20
741,Vygotsky L. S.,import2016full/20
742,Winne P. H.,import2016full/20
743,Azevedo R.,import2016full/20
744,Abrahamson D.,import2016full/18
745,Gutiérrez J.,import2016full/18
746,Charoenying T.,import2016full/18
747,Negrete A.,import2016full/18
748,Bumbacher E.,import2016full/18
749,Becvar L. A.,import2016full/18
750,Hollan J.,import2016full/18
751,Hutchins E.,import2016full/18
752,Enyedy N.,import2016full/18
753,Danish J.,import2016full/18
754,Delacruz G.,import2016full/18
755,Kumar M.,import2016full/18
756,Garfinkel H.,import2016full/18
757,Garfinkel H.,import2016full/18
758,Lynch M.,import2016full/18
759,Livingston E.,import2016full/18
760,Garfinkel H.,import2016full/18
761,Sacks H.,import2016full/18
762,Goodwin C.,import2016full/18
763,Gurwitsch A.,import2016full/18
764,Hindmarsh J.,import2016full/18
765,Heath C.,import2016full/18
766,Koschmann T.,import2016full/18
767,Zemel A.,import2016full/18
768,Latour B.,import2016full/18
769,Lindgren R.,import2016full/18
770,Moshell J. M.,import2016full/18
771,Lyons L.,import2016full/18
772,Slattery B.,import2016full/18
773,Jimenez P.,import2016full/18
774,Lopez B.,import2016full/18
775,Moher T.,import2016full/18
776,Murphy K. M.,import2016full/18
777,Nemirovsky R.,import2016full/18
778,Kelton M. L.,import2016full/18
779,Rhodehamel B.,import2016full/18
780,Newman D.,import2016full/18
781,Griffin P.,import2016full/18
782,Cole M.,import2016full/18
783,Radford L.,import2016full/18
784,Roth W.,import2016full/18
785,Thom J. S.,import2016full/18
786,Sacks H.,import2016full/18
787,Schegloff E.,import2016full/18
788,Stevens R.,import2016full/18
789,Hall R.,import2016full/18
790,Stone C. A.,import2016full/18
791,Allen L. K.,import2016full/27
792,McNamara D. S.,import2016full/27
793,McCrudden M. T.,import2016full/27
794, B,import2016full/27
795,råten I.,import2016full/27
796,Strømsø H. I.,import2016full/27
797,Bird S.,import2016full/27
798,Klein E.,import2016full/27
799,Loper E.,import2016full/27
800,Bråten I.,import2016full/27
801,Bråten I.,import2016full/27
802,Braasch J. L. G.,import2016full/27
803,Strømsø H. I.,import2016full/27
804,Ferguson L. E.,import2016full/27
805,Bråten I.,import2016full/27
806,Britt M. A.,import2016full/27
807,Strømsø H. I.,import2016full/27
808,Rouet J.,import2016full/27
809,Crossley S. A.,import2016full/27
810,Kyle K.,import2016full/27
811,McNamara D. S.,import2016full/27
812,Crossley S. A.,import2016full/27
813,McNamara D. S.,import2016full/27
814,Crossley S. A.,import2016full/27
815,McNamara D. S.,import2016full/27
816,Crossley S. A.,import2016full/27
817,McNamara D. S.,import2016full/27
818,Waard A.,import2016full/27
819,Buitelaar P.,import2016full/27
820,Eigner T.,import2016full/27
821,Ferguson L. E.,import2016full/27
822,Foltz P. W.,import2016full/27
823,Britt M. A.,import2016full/27
824,Perfetti C. A.,import2016full/27
825,Goldman S. R.,import2016full/27
